uid,participant_id,video_id,start_timestamp,stop_timestamp,start_action,stop_action,inactive,inactive_frame_name,action,noun,bbox_coords,contact_points,org_contact_points
69,P04,20250512T065908Z,15.24,21.28,382,533,386,P04_386_662_376_1498_1076.jpg,cut leafs,strawberry,"662, 376, 1498, 1076","(42, 145), (47, 150), (50, 158), (56, 149), (53, 152), (50, 165), (104, 198), (109, 198), (112, 201), (114, 203)","(747, 667), (757, 676), (763, 693), (775, 674), (768, 681), (763, 707), (871, 773), (881, 773), (886, 779), (890, 783)"
70,P04,20250512T065908Z,22.32,26.72,559,669,558,P04_558_608_372_1560_1074.jpg,cut leafs,strawberry,"608, 372, 1560, 1074","(105, 172), (109, 176), (110, 179), (114, 183), (118, 185), (121, 189), (150, 201), (156, 204), (160, 205), (163, 206)","(818, 717), (826, 724), (829, 730), (837, 738), (844, 743), (850, 751), (909, 775), (920, 780), (928, 782), (934, 785)"
71,P04,20250512T065908Z,27.04,33.2,677,831,674,P04_674_660_414_1560_1078.jpg,cut leafs,strawberry,"660, 414, 1560, 1078","(60, 119), (65, 127), (67, 132), (72, 137), (79, 143), (141, 193), (145, 197), (149, 200), (62, 123), (76, 140)","(781, 653), (790, 669), (795, 679), (804, 688), (818, 700), (942, 800), (950, 809), (958, 814), (785, 661), (812, 694)"
72,P04,20250512T065908Z,34.28,38.48,858,963,857,P04_857_702_388_1574_1076.jpg,cut leafs,strawberry,"702, 388, 1574, 1076","(54, 133), (59, 137), (61, 140), (66, 143), (68, 144), (136, 189), (141, 193), (145, 199), (147, 205), (147, 210)","(810, 655), (820, 663), (825, 669), (834, 675), (838, 677), (975, 767), (985, 775), (992, 786), (997, 798), (996, 809)"
73,P04,20250512T065908Z,39.44,44.56,987,1115,986,P04_986_704_422_1588_1076.jpg,cut leafs,strawberry,"704, 422, 1588, 1076","(95, 85), (98, 93), (101, 99), (104, 105), (106, 111), (109, 116), (134, 189), (134, 193), (135, 196), (136, 202)","(894, 593), (901, 608), (906, 621), (913, 632), (917, 644), (922, 654), (972, 801), (972, 809), (975, 815), (977, 827)"
74,P04,20250512T065908Z,45.44,53.28,1137,1333,1332,P04_1332_630_428_1426_1064.jpg,cut leafs,strawberry,"630, 428, 1426, 1064","(83, 118), (97, 112), (106, 115), (110, 121), (95, 116), (172, 192), (177, 196), (182, 199), (188, 208), (191, 211)","(797, 664), (824, 652), (843, 658), (851, 671), (821, 660), (974, 813), (985, 820), (995, 827), (1007, 844), (1013, 850)"
75,P04,20250512T065908Z,53.92,57.76,1349,1445,1333,P04_1333_650_438_1414_1068.jpg,cut leafs,strawberry,"650, 438, 1414, 1068","(148, 131), (157, 135), (161, 140), (163, 146), (161, 122), (172, 172), (175, 179), (177, 183), (179, 190), (161, 131)","(947, 700), (965, 708), (972, 719), (977, 730), (973, 683), (994, 783), (1000, 797), (1004, 804), (1009, 819), (972, 701)"
76,P04,20250512T065908Z,59.36,63.28,1485,1583,1445,P04_1445_614_394_1440_1074.jpg,cut leafs,strawberry,"614, 394, 1440, 1074","(88, 197), (93, 218), (103, 198), (107, 188), (95, 207), (145, 207), (157, 212), (162, 215), (168, 217), (174, 219)","(790, 789), (800, 830), (820, 791), (829, 771), (805, 808), (905, 808), (929, 818), (938, 824), (950, 828), (962, 832)"
77,P04,20250512T065908Z,64.28,71.96,1608,1800,1599,P04_1599_628_442_1426_1066.jpg,cut leafs,strawberry,"628, 442, 1426, 1066","(15, 226), (23, 214), (30, 206), (46, 201), (53, 197), (38, 205), (44, 202), (117, 174), (123, 172), (127, 171)","(658, 894), (675, 870), (689, 855), (721, 844), (735, 837), (704, 852), (716, 847), (863, 790), (874, 786), (882, 784)"
78,P04,20250512T065908Z,72.72,78.8,1819,1971,1819,P04_1819_628_368_1462_1074.jpg,cut leafs,strawberry,"628, 368, 1462, 1074","(52, 223), (60, 216), (61, 210), (66, 204), (71, 201), (58, 211), (128, 188), (135, 188), (138, 190), (140, 194)","(733, 815), (749, 800), (751, 788), (760, 777), (770, 770), (745, 791), (884, 744), (898, 745), (904, 749), (909, 756)"
79,P04,20250512T065908Z,79.52,89.8,1989,2246,1990,P04_1990_678_404_1428_1078.jpg,cut leafs,strawberry,"678, 404, 1428, 1078","(67, 167), (71, 164), (72, 162), (74, 156), (76, 166), (80, 170), (83, 174), (101, 194), (104, 197), (109, 200)","(813, 738), (820, 732), (822, 728), (827, 717), (831, 736), (838, 744), (844, 753), (880, 792), (887, 798), (896, 804)"
80,P04,20250512T065908Z,90.24,96.48,2257,2413,2255,P04_2255_652_378_1482_1078.jpg,cut leafs,strawberry,"652, 378, 1482, 1078","(67, 143), (74, 140), (76, 135), (86, 133), (80, 141), (84, 151), (108, 187), (114, 195), (117, 196), (121, 202)","(787, 665), (800, 659), (805, 648), (824, 645), (813, 661), (821, 680), (868, 753), (881, 768), (886, 770), (895, 783)"
81,P04,20250512T065908Z,96.92,101.84,2424,2547,2425,P04_2425_648_352_1446_1076.jpg,cut leafs,strawberry,"648, 352, 1446, 1076","(112, 211), (109, 206), (109, 206), (106, 198), (49, 175), (58, 170), (65, 176), (61, 176), (53, 171), (54, 164)","(873, 774), (867, 764), (866, 764), (860, 748), (746, 703), (764, 692), (778, 705), (770, 704), (754, 695), (756, 681)"
82,P04,20250512T065908Z,102.16,109.88,2555,2748,2756,P04_2756_626_348_1408_1056.jpg,cut leafs,strawberry,"626, 348, 1408, 1056","(81, 195), (91, 197), (89, 206), (98, 207), (99, 197), (104, 186), (96, 187), (132, 191), (138, 196), (144, 200)","(788, 738), (809, 742), (805, 761), (823, 763), (824, 742), (835, 721), (819, 722), (891, 730), (902, 740), (915, 749)"
83,P04,20250512T065908Z,111.56,118.72,2790,2969,2790,P04_2790_702_304_1434_1042.jpg,cut leafs,strawberry,"702, 304, 1434, 1042","(38, 167), (52, 164), (67, 160), (63, 172), (61, 161), (55, 170), (70, 174), (109, 196), (114, 200), (118, 200)","(779, 638), (806, 633), (836, 625), (829, 648), (824, 627), (813, 644), (843, 653), (920, 697), (930, 704), (938, 705)"
84,P04,20250512T065908Z,119.36,125.96,2985,3150,2984,P04_2984_722_356_1426_1064.jpg,cut leafs,strawberry,"722, 356, 1426, 1064","(46, 137), (53, 138), (58, 138), (63, 138), (70, 138), (79, 134), (68, 144), (108, 183), (110, 186), (113, 195)","(814, 631), (829, 632), (839, 633), (849, 633), (863, 632), (880, 624), (859, 645), (938, 723), (942, 728), (949, 746)"
85,P04,20250512T065908Z,135.6,139.76,3391,3495,3390,P04_3390_770_436_1364_1074.jpg,move pot,strawberry,"770, 436, 1364, 1074","(107, 240), (99, 229), (95, 217), (89, 204), (80, 186), (86, 189), (81, 193), (81, 203), (81, 216), (83, 224)","(985, 916), (969, 894), (961, 871), (948, 844), (930, 809), (943, 814), (932, 822), (933, 843), (933, 868), (936, 884)"
86,P04,20250512T065908Z,144.68,150.52,3618,3764,3616,P04_3616_458_372_1402_1052.jpg,cut leafs,strawberry,"458, 372, 1402, 1052","(80, 227), (101, 216), (117, 213), (88, 237), (93, 224), (124, 210), (83, 216), (164, 219), (173, 221), (184, 222)","(619, 827), (661, 805), (692, 798), (635, 846), (644, 820), (707, 792), (625, 805), (786, 810), (804, 815), (827, 817)"
87,P04,20250512T065908Z,150.96,155.36,3775,3885,3775,P04_3775_676_254_1642_1018.jpg,cut leafs,strawberry,"676, 254, 1642, 1018","(70, 209), (81, 206), (89, 210), (97, 215), (89, 220), (80, 217), (174, 227), (168, 217), (157, 213), (165, 222)","(817, 672), (838, 667), (855, 674), (871, 684), (855, 694), (837, 688), (1025, 709), (1013, 689), (991, 681), (1007, 698)"
88,P04,20250512T065908Z,155.96,159.72,3900,3994,3898,P04_3898_626_324_1510_1048.jpg,cut leafs,strawberry,"626, 324, 1510, 1048","(97, 239), (106, 242), (114, 237), (117, 231), (122, 225), (112, 223), (123, 215), (151, 208), (159, 207), (167, 207)","(820, 802), (838, 809), (854, 799), (861, 787), (871, 775), (851, 771), (872, 755), (928, 740), (945, 738), (960, 738)"
89,P04,20250512T065908Z,160.36,168.64,4010,4217,4007,P04_4007_614_296_1602_1016.jpg,cut leafs,strawberry,"614, 296, 1602, 1016","(84, 176), (93, 182), (104, 184), (108, 179), (101, 173), (112, 174), (116, 170), (163, 227), (169, 233), (178, 239)","(782, 649), (801, 661), (822, 665), (831, 654), (816, 642), (839, 645), (846, 636), (941, 750), (953, 762), (971, 774)"
90,P04,20250512T065908Z,168.96,178.16,4225,4455,4225,P04_4225_576_266_1440_1026.jpg,cut leafs,strawberry,"576, 266, 1440, 1026","(138, 189), (146, 176), (152, 171), (160, 161), (156, 175), (161, 187), (154, 186), (178, 213), (182, 221), (186, 230)","(853, 644), (868, 619), (880, 608), (896, 588), (889, 617), (898, 640), (885, 638), (933, 692), (941, 709), (948, 727)"
91,P04,20250512T065908Z,178.52,183.12,4464,4579,4459,P04_4459_552_316_1420_1048.jpg,cut leafs,strawberry,"552, 316, 1420, 1048","(101, 147), (111, 143), (117, 140), (113, 133), (117, 143), (121, 153), (108, 134), (179, 192), (186, 199), (192, 207)","(754, 610), (774, 602), (787, 597), (778, 583), (786, 603), (794, 623), (768, 585), (911, 700), (925, 714), (936, 730)"
92,P04,20250512T065908Z,183.16,187.92,4580,4699,4580,P04_4580_658_344_1406_1060.jpg,cut leafs,strawberry,"658, 344, 1406, 1060","(80, 112), (85, 123), (88, 127), (94, 135), (98, 141), (82, 116), (139, 194), (144, 198), (147, 205), (150, 212)","(819, 568), (828, 591), (834, 599), (846, 615), (854, 627), (823, 576), (937, 732), (947, 741), (953, 755), (959, 769)"
93,P04,20250512T065908Z,188.52,195.24,4714,4882,4714,P04_4714_682_324_1424_1062.jpg,cut leafs,strawberry,"682, 324, 1424, 1062","(83, 163), (91, 157), (97, 155), (100, 161), (105, 168), (96, 161), (126, 258), (121, 255), (143, 214), (148, 217)","(848, 650), (865, 639), (876, 635), (882, 646), (892, 661), (874, 647), (935, 841), (925, 835), (969, 753), (978, 758)"
94,P04,20250512T065908Z,195.48,199.36,4888,4985,4887,P04_4887_666_336_1528_1078.jpg,cut leafs,strawberry,"666, 336, 1528, 1078","(102, 164), (104, 169), (105, 171), (105, 175), (109, 183), (114, 186), (149, 206), (157, 211), (161, 216), (154, 220)","(871, 664), (875, 674), (877, 679), (877, 687), (885, 702), (894, 708), (965, 748), (980, 759), (989, 768), (975, 777)"
95,P04,20250512T065908Z,199.76,203.48,4995,5088,4989,P04_4989_650_378_1482_1064.jpg,cut leafs,strawberry,"650, 378, 1482, 1064","(75, 114), (79, 119), (81, 121), (86, 126), (89, 129), (68, 117), (72, 118), (166, 185), (170, 188), (172, 189)","(800, 606), (809, 616), (812, 621), (823, 630), (828, 637), (786, 613), (795, 614), (983, 748), (990, 754), (994, 757)"
96,P04,20250512T065908Z,203.8,207.88,5096,5198,5096,P04_5096_650_362_1512_1066.jpg,cut leafs,strawberry,"650, 362, 1512, 1066","(58, 136), (63, 136), (70, 137), (74, 138), (82, 146), (88, 151), (131, 226), (137, 219), (145, 200), (153, 204)","(767, 635), (777, 635), (791, 637), (799, 639), (814, 654), (826, 664), (912, 814), (924, 800), (941, 762), (956, 770)"
97,P04,20250512T065908Z,215.72,219.16,5394,5480,5482,P04_5482_582_356_1458_1064.jpg,cut leafs,strawberry,"582, 356, 1458, 1064","(97, 230), (103, 228), (107, 229), (116, 232), (123, 236), (88, 232), (169, 221), (177, 228), (180, 232), (185, 237)","(777, 817), (788, 813), (797, 814), (815, 821), (829, 828), (759, 820), (921, 799), (936, 812), (942, 821), (952, 830)"
98,P04,20250512T065908Z,219.48,224.68,5488,5618,5486,P04_5486_528_314_1440_1074.jpg,cut leafs,strawberry,"528, 314, 1440, 1074","(137, 249), (142, 251), (146, 254), (153, 253), (160, 255), (137, 240), (193, 237), (197, 239), (190, 244), (191, 251)","(802, 813), (813, 816), (820, 822), (835, 820), (848, 824), (803, 795), (915, 788), (923, 793), (908, 802), (910, 816)"
99,P04,20250512T065908Z,225.08,229.12,5628,5729,5626,P04_5626_602_344_1508_1072.jpg,cut leafs,strawberry,"602, 344, 1508, 1072","(66, 165), (72, 173), (78, 176), (85, 182), (89, 182), (98, 186), (150, 209), (157, 209), (164, 219), (167, 229)","(735, 674), (747, 691), (758, 697), (772, 709), (780, 709), (799, 717), (903, 763), (917, 763), (930, 782), (937, 802)"
100,P04,20250512T065908Z,230,237.32,5751,5934,5933,P04_5933_658_210_1316_1054.jpg,cut leafs,strawberry,"658, 210, 1316, 1054","(113, 193), (122, 195), (128, 196), (134, 191), (127, 203), (133, 202), (161, 248), (166, 246), (171, 246), (171, 253)","(884, 597), (902, 600), (915, 602), (926, 592), (912, 617), (925, 614), (981, 707), (991, 703), (1001, 702), (1000, 717)"
101,P04,20250512T065908Z,237.64,241.8,5942,6046,5941,P04_5941_610_250_1364_1012.jpg,cut leafs,strawberry,"610, 250, 1364, 1012","(133, 222), (144, 220), (148, 215), (155, 213), (137, 208), (173, 221), (181, 225), (188, 229), (192, 229), (182, 234)","(877, 695), (898, 691), (907, 681), (921, 677), (884, 667), (957, 693), (972, 700), (986, 708), (994, 708), (975, 718)"
102,P04,20250512T065908Z,242.4,246.08,6061,6153,6061,P04_6061_690_166_1466_1016.jpg,cut leafs,strawberry,"690, 166, 1466, 1016","(110, 271), (110, 255), (114, 250), (124, 245), (116, 260), (109, 250), (183, 252), (187, 256), (193, 266), (196, 273)","(910, 709), (911, 677), (919, 666), (938, 657), (923, 687), (908, 666), (1056, 671), (1065, 679), (1076, 698), (1082, 713)"
103,P04,20250512T065908Z,246.52,250.52,6164,6264,6161,P04_6161_742_262_1428_1068.jpg,cut leafs,strawberry,"742, 262, 1428, 1068","(63, 163), (72, 164), (76, 158), (79, 153), (83, 160), (86, 164), (103, 222), (110, 224), (115, 227), (111, 230)","(869, 588), (886, 590), (894, 579), (901, 569), (908, 582), (914, 591), (949, 706), (963, 711), (973, 717), (965, 723)"
104,P04,20250512T065908Z,250.96,255,6275,6376,6274,P04_6274_744_344_1482_1068.jpg,cut leafs,strawberry,"744, 344, 1482, 1068","(51, 127), (59, 128), (63, 129), (68, 132), (72, 136), (125, 242), (117, 236), (105, 226), (114, 203), (119, 209)","(846, 598), (862, 600), (871, 602), (881, 609), (889, 616), (995, 829), (979, 817), (954, 797), (973, 751), (982, 762)"
105,P04,20250512T065908Z,258.88,262.16,6473,6555,6473,P04_6473_790_218_1292_1048.jpg,cut leafs,strawberry,"790, 218, 1292, 1048","(48, 268), (56, 267), (63, 265), (70, 265), (67, 283), (61, 276), (76, 275), (82, 273), (87, 279), (81, 285)","(887, 755), (903, 752), (917, 748), (931, 749), (924, 785), (913, 771), (943, 768), (954, 765), (964, 777), (953, 789)"
106,P04,20250512T065908Z,274.28,278.56,6858,6965,6856,P04_6856_640_350_1472_1072.jpg,cut leafs,strawberry,"640, 350, 1472, 1072","(75, 216), (86, 220), (94, 212), (94, 199), (90, 190), (86, 196), (115, 213), (122, 217), (131, 217), (136, 215)","(791, 783), (812, 791), (828, 775), (828, 748), (821, 731), (812, 743), (871, 777), (884, 784), (902, 784), (912, 780)"
107,P04,20250512T065908Z,279.08,283.6,6978,7091,6975,P04_6975_632_346_1466_1074.jpg,cut leafs,strawberry,"632, 346, 1466, 1074","(97, 132), (103, 140), (107, 144), (111, 149), (115, 154), (85, 126), (90, 130), (151, 213), (153, 221), (153, 221)","(827, 610), (839, 627), (846, 634), (855, 645), (863, 654), (802, 598), (813, 606), (934, 773), (939, 789), (939, 789)"
108,P04,20250512T065908Z,284.6,293,7116,7326,7091,P04_7091_662_286_1518_1068.jpg,cut leafs,strawberry,"662, 286, 1518, 1068","(156, 168), (157, 160), (158, 156), (153, 142), (161, 143), (167, 149), (148, 236), (151, 242), (155, 250), (157, 255)","(975, 623), (977, 607), (978, 598), (968, 571), (984, 572), (996, 584), (959, 758), (965, 771), (973, 787), (976, 797)"
109,P04,20250512T065908Z,293.12,300.68,7329,7518,7327,P04_7327_684_322_1544_1068.jpg,turn pot,strawberry,"684, 322, 1544, 1068","(122, 263), (128, 274), (131, 285), (133, 298), (135, 312), (279, 254), (273, 268), (270, 281), (270, 288), (268, 306)","(928, 848), (940, 871), (947, 893), (950, 918), (954, 946), (1243, 830), (1231, 859), (1225, 884), (1224, 898), (1221, 935)"
110,P02,20250328T130340Z,1,7.8,26,196,24,P02_24_710_36_1828_1032.jpg,cut flower,strawberry,"710, 36, 1828, 1032","(67, 324), (91, 324), (113, 326), (101, 350), (166, 288), (179, 287), (189, 287), (259, 308), (271, 309), (287, 311)","(845, 685), (892, 685), (937, 688), (913, 736), (1043, 613), (1069, 611), (1089, 611), (1228, 653), (1252, 655), (1284, 659)"
111,P02,20250328T130340Z,9.6,16.12,241,404,235,P02_235_310_94_1376_1066.jpg,turn pot,strawberry,"310, 94, 1376, 1066","(184, 326), (198, 340), (205, 359), (207, 373), (207, 388), (357, 342), (353, 360), (351, 383), (348, 400), (349, 369)","(678, 747), (706, 774), (720, 812), (725, 841), (725, 871), (1025, 779), (1017, 815), (1012, 860), (1006, 895), (1009, 832)"
112,P02,20250328T130340Z,16.88,25.32,423,634,409,P02_409_392_72_1308_930.jpg,cut flower,strawberry,"392, 72, 1308, 930","(347, 262), (358, 259), (372, 264), (382, 281), (285, 312), (278, 304), (292, 305), (315, 289), (323, 289), (332, 289)","(1087, 596), (1109, 591), (1136, 601), (1157, 634), (963, 696), (948, 680), (977, 682), (1022, 651), (1039, 650), (1056, 651)"
113,P02,20250328T130340Z,25.56,33.88,640,848,408,P02_408_434_100_1466_902.jpg,cut flower,strawberry,"434, 100, 1466, 902","(341, 255), (349, 263), (349, 286), (258, 230), (262, 250), (256, 271), (241, 285), (271, 228), (282, 238), (284, 244)","(1116, 610), (1132, 627), (1133, 673), (951, 561), (959, 601), (947, 643), (916, 670), (976, 557), (999, 576), (1003, 588)"
114,P02,20250328T130340Z,37.56,42.32,940,1059,933,P02_933_622_26_1834_926.jpg,cut flower,strawberry,"622, 26, 1834, 926","(168, 257), (180, 259), (191, 262), (201, 265), (210, 270), (225, 277), (235, 286), (294, 318), (306, 320), (314, 320)","(959, 541), (983, 544), (1004, 551), (1024, 557), (1042, 566), (1072, 581), (1092, 599), (1210, 662), (1235, 666), (1250, 667)"
115,P02,20250328T130340Z,43.96,51.04,1100,1277,1277,P02_1277_538_16_1896_914.jpg,cut flower,strawberry,"538, 16, 1896, 914","(160, 280), (176, 279), (203, 273), (224, 271), (260, 255), (286, 266), (299, 281), (280, 305), (270, 298), (262, 291)","(859, 576), (891, 574), (945, 563), (987, 558), (1058, 526), (1110, 549), (1137, 578), (1099, 627), (1078, 613), (1062, 599)"
116,P02,20250328T130340Z,51.16,58.04,1280,1452,1279,P02_1279_570_10_1906_934.jpg,cut flower,strawberry,"570, 10, 1906, 934","(226, 313), (246, 308), (281, 308), (287, 294), (183, 278), (201, 274), (319, 330), (297, 323), (265, 303), (194, 278)","(1022, 636), (1062, 626), (1133, 627), (1144, 598), (936, 566), (973, 559), (1208, 670), (1164, 656), (1100, 617), (958, 566)"
117,P02,20250328T130340Z,61.44,66.4,1537,1661,1532,P02_1532_516_8_1810_924.jpg,cut flower,strawberry,"516, 8, 1810, 924","(439, 379), (448, 340), (399, 304), (424, 318), (254, 261), (269, 260), (314, 243), (279, 232), (268, 214), (307, 220)","(1394, 767), (1413, 689), (1315, 616), (1365, 644), (1024, 530), (1055, 528), (1144, 494), (1074, 472), (1053, 437), (1130, 449)"
118,P02,20250328T130340Z,69.96,77.04,1750,1927,1752,P02_1752_406_236_1414_952.jpg,cut flower,strawberry,"406, 236, 1414, 952","(249, 215), (270, 198), (262, 210), (327, 221), (320, 234), (316, 247), (270, 283), (271, 265), (273, 241), (273, 234)","(905, 666), (947, 633), (931, 657), (1061, 678), (1046, 705), (1039, 730), (946, 803), (948, 767), (952, 718), (952, 705)"
119,P02,20250328T130340Z,77.08,80.88,1928,2023,1752,P02_1752_438_288_1426_946.jpg,cut flower,strawberry,"438, 288, 1426, 946","(253, 258), (249, 239), (246, 224), (247, 260), (243, 249), (260, 254), (285, 249), (301, 247), (312, 254), (331, 269)","(944, 805), (936, 766), (930, 737), (932, 808), (924, 787), (958, 797), (1008, 787), (1040, 783), (1062, 797), (1100, 827)"
120,P03,20250512T074816Z,5.6,9.12,141,229,137,P03_137_476_108_1598_954.jpg,cut flower,strawberry,"476, 108, 1598, 954","(64, 229), (78, 235), (87, 251), (90, 280), (110, 283), (92, 232), (213, 265), (224, 271), (231, 277), (231, 292)","(605, 567), (632, 579), (651, 610), (657, 668), (696, 675), (661, 573), (902, 639), (924, 651), (938, 662), (938, 693)"
121,P03,20250512T074816Z,13.92,16.88,349,423,348,P03_348_430_134_1526_968.jpg,cut flower,strawberry,"430, 134, 1526, 968","(236, 244), (245, 242), (252, 242), (261, 246), (266, 249), (271, 257), (278, 270), (281, 278), (286, 288), (297, 291)","(902, 623), (920, 618), (935, 618), (952, 626), (963, 632), (973, 649), (987, 674), (992, 691), (1003, 711), (1024, 716)"
122,P03,20250512T074816Z,20.04,22.36,502,560,500,P03_500_398_138_1540_974.jpg,cut flower,strawberry,"398, 138, 1540, 974","(114, 223), (131, 228), (140, 228), (151, 232), (161, 232), (300, 270), (306, 275), (307, 287), (189, 243), (206, 247)","(626, 585), (660, 594), (679, 594), (700, 602), (720, 603), (998, 679), (1010, 689), (1013, 712), (776, 624), (810, 633)"
